id	title	company	company_slug	location	type	posted	role_category	seniority	culture_values	glassdoor_rating	apply_url	profile_url	jobs_filter_url	post_count	last_posted	status	og_image
563	Business Development Representative - Public Sector	Databricks	databricks	Sydney, Australia	Full-time	1d ago	Other	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8011326002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
564	Account Executive, Platforms, Existing Business (French Speaking)	Stripe	stripe	Dublin	Full-time	1d ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7353623?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
565	Data Center Security Specialist - Dalton	CoreWeave	coreweave	Dalton, GA	Full-time	1w ago	Other	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4657709006&board=coreweave&gh_jid=4657709006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
566	Engineering Manager, Network Infrastructure (Cloud)	Airbnb	airbnb	Remote - USA	Full-time	1w ago	Engineering	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7343909?gh_jid=7343909?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
567	Business Development Representative - EMEA	Anthropic	anthropic	Dublin, IE	Full-time	2d ago	Other	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/4969427008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
568	Account Executive, Strategic, Spanish & Portuguese Speaking (São Paulo, Brazil)	Figma	figma	São Paulo, Brazil	Full-time	2w ago	Sales	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5797769004?gh_jid=5797769004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			pending	https://jobsbyculture.com/api/og?type=company&slug=figma
569	Account Executive - Small Business	HubSpot	hubspot	Sydney, Australia	Full-time	1w ago	Sales	Mid-Level	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/7660473?gh_jid=7660473?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
570	Director, Business Systems	Scale AI	scale	San Francisco, CA	Full-time	3w ago	Other	Director	Engineering-Driven, Direct Product Impact, Learning & Growth, Ship Fast & Iterate	3.5	https://job-boards.greenhouse.io/scaleai/jobs/4657910005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/scale	https://jobsbyculture.com/jobs?company=scale			pending	https://jobsbyculture.com/api/og?type=company&slug=scale
571	AI Scientist - Paris/London - Onsite or Hybrid or Remote	Mistral AI	mistral	Paris	Full-time	3w+ ago	ML / AI	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture	4	https://jobs.lever.co/mistral/675b7f06-a76b-4144-af0c-4dd3282ef489?ref=jobsbyculture.com	https://jobsbyculture.com/companies/mistral	https://jobsbyculture.com/jobs?company=mistral			pending	https://jobsbyculture.com/api/og?type=company&slug=mistral
572	Scaled Customer Activation Manager	Ramp	ramp	New York, NY (HQ)	FullTime	3w+ ago	Other	Lead / Manager	Ship Fast & Iterate, Direct Product Impact, Engineering-Driven, Transparency, Strong Comp & Equity, Learning & Growth	4.2	https://jobs.ashbyhq.com/ramp/94d79eed-34db-42c8-b47c-5edef335b7f2?ref=jobsbyculture.com	https://jobsbyculture.com/companies/ramp	https://jobsbyculture.com/jobs?company=ramp			pending	https://jobsbyculture.com/api/og?type=company&slug=ramp
573	Forward Deployed Engineer, Infrastructure Specialist (UK/EU/ME)	Cohere	cohere	United Kingdom	FullTime	3w+ ago	Engineering	Mid-Level	Learning & Growth, Engineering-Driven, Wears Many Hats	2.9	https://jobs.ashbyhq.com/cohere/69a9ab2e-a7eb-4c4f-825a-5c25cf063900?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cohere	https://jobsbyculture.com/jobs?company=cohere			pending	https://jobsbyculture.com/api/og?type=company&slug=cohere
574	Android Engineer	ElevenLabs	elevenlabs	London	FullTime	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Remote-Friendly, Engineering-Driven, Direct Product Impact, Learning & Growth, Ethical AI / Safety	4.2	https://jobs.ashbyhq.com/elevenlabs/b05d28ca-bd69-4a3e-ba47-3fa12aa0ef8d?ref=jobsbyculture.com	https://jobsbyculture.com/companies/elevenlabs	https://jobsbyculture.com/jobs?company=elevenlabs			pending	https://jobsbyculture.com/api/og?type=company&slug=elevenlabs
575	Enterprise Customer Success Manager	Perplexity AI	perplexity	San Francisco	FullTime	3w+ ago	Sales	Lead / Manager	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Strong Comp & Equity, Learning & Growth	4.7	https://jobs.ashbyhq.com/perplexity/9a570310-305d-4f4e-9807-b8862b31194b?ref=jobsbyculture.com	https://jobsbyculture.com/companies/perplexity	https://jobsbyculture.com/jobs?company=perplexity			pending	https://jobsbyculture.com/api/og?type=company&slug=perplexity
576	Product Lead, v0	Vercel	vercel	Hybrid - San Francisco	Full-time	2d ago	Product	Lead / Manager	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Open Source Culture	3.9	https://job-boards.greenhouse.io/vercel/jobs/5777374004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/vercel	https://jobsbyculture.com/jobs?company=vercel			pending	https://jobsbyculture.com/api/og?type=company&slug=vercel
577	Senior AI Engineer	Apollo.io	apollo	Remote, India	Full-time	5d ago	Engineering	Senior	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Learning & Growth	4	https://job-boards.greenhouse.io/apolloio/jobs/5787007004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/apollo	https://jobsbyculture.com/jobs?company=apollo			pending	https://jobsbyculture.com/api/og?type=company&slug=apollo
578	Field Engineering Manager	Cursor (Anysphere)	cursor	SF / NY	FullTime	3w+ ago	Other	Lead / Manager	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Flat Hierarchy, Wears Many Hats	4	https://jobs.ashbyhq.com/cursor/3d9da649-b3e6-4b4c-943d-1d081dae9497?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cursor	https://jobsbyculture.com/jobs?company=cursor			pending	https://jobsbyculture.com/api/og?type=company&slug=cursor
579	Senior Data Engineer	Together AI	together	San Francisco	Full-time	2mo ago	Data	Senior	Open Source Culture, Engineering-Driven, Learning & Growth, Flat Hierarchy, Wears Many Hats	4.1	https://job-boards.greenhouse.io/togetherai/jobs/4737079007?ref=jobsbyculture.com	https://jobsbyculture.com/companies/together	https://jobsbyculture.com/jobs?company=together			pending	https://jobsbyculture.com/api/og?type=company&slug=together
580	Staff Product Analytics Engineer	Runway	runway	Remote	Full-time	3w ago	Data	Staff / Principal	Engineering-Driven, Direct Product Impact, Remote-Friendly, Learning & Growth, Ship Fast & Iterate	4.5	https://job-boards.greenhouse.io/runwayml/jobs/4632881005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/runway	https://jobsbyculture.com/jobs?company=runway			pending	https://jobsbyculture.com/api/og?type=company&slug=runway
581	Systems Engineering Manager	Modal	modal	New York	FullTime	3w+ ago	Other	Lead / Manager	Engineering-Driven, Ship Fast & Iterate, Deep Work / Low Meetings, Open Source Culture, Direct Product Impact, Wears Many Hats	4	https://jobs.ashbyhq.com/modal/aa4c345a-66e1-45b7-8c75-b7b4a0662eaa?ref=jobsbyculture.com	https://jobsbyculture.com/companies/modal	https://jobsbyculture.com/jobs?company=modal			pending	https://jobsbyculture.com/api/og?type=company&slug=modal
582	Candidate Experience Coordinator (6-month contract)	Databricks	databricks	Mountain View, California; San Francisco, California	Full-time	1d ago	Other	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8453690002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
583	Account Executive, Platforms (Grower)	Stripe	stripe	London	Full-time	1d ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7459450?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
584	Data Center Security Specialist - Douglasville	CoreWeave	coreweave	Douglasville, GA	Full-time	1w ago	Other	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4657704006&board=coreweave&gh_jid=4657704006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
585	Engineering Manager, Trust Platform	Airbnb	airbnb	Remote - USA	Full-time	1d ago	Engineering	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7688415?gh_jid=7688415?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
586	Business Systems Analyst	Anthropic	anthropic	Boston, MA; Remote-Friendly (Travel-Required) | San Francisco, CA | Seattle, WA | New York City, NY; Washington, DC	Full-time	2d ago	Other	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/4985140008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
587	Account Executive, Strategic (Tokyo, Japan)	Figma	figma	Tokyo, Japan	Full-time	1mo ago	Sales	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5756182004?gh_jid=5756182004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			pending	https://jobsbyculture.com/api/og?type=company&slug=figma
588	Account Executive - Small Business	HubSpot	hubspot	Remote - Australia	Full-time	1w ago	Sales	Mid-Level	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/7660474?gh_jid=7660474?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
589	Director of Governance & Risk Compliance	Scale AI	scale	San Francisco, CA	Full-time	3w ago	Legal	Director	Engineering-Driven, Direct Product Impact, Learning & Growth, Ship Fast & Iterate	3.5	https://job-boards.greenhouse.io/scaleai/jobs/4654775005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/scale	https://jobsbyculture.com/jobs?company=scale			pending	https://jobsbyculture.com/api/og?type=company&slug=scale
590	AI Scientist - Robotics	Mistral AI	mistral	Paris	Full-time	3w+ ago	ML / AI	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture	4	https://jobs.lever.co/mistral/60f9dc5b-6d1c-4236-be38-be7233669f00?ref=jobsbyculture.com	https://jobsbyculture.com/companies/mistral	https://jobsbyculture.com/jobs?company=mistral			pending	https://jobsbyculture.com/api/og?type=company&slug=mistral
591	Software Engineer Internship, iOS	Ramp	ramp	New York, NY (HQ)	Intern	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Direct Product Impact, Engineering-Driven, Transparency, Strong Comp & Equity, Learning & Growth	4.2	https://jobs.ashbyhq.com/ramp/8c155b55-3e7e-48a8-ac98-f988a2b6f4da?ref=jobsbyculture.com	https://jobsbyculture.com/companies/ramp	https://jobsbyculture.com/jobs?company=ramp			pending	https://jobsbyculture.com/api/og?type=company&slug=ramp
592	Forward Deployed Engineer, Infrastructure Specialist (North America)	Cohere	cohere	Toronto	FullTime	3w+ ago	Engineering	Mid-Level	Learning & Growth, Engineering-Driven, Wears Many Hats	2.9	https://jobs.ashbyhq.com/cohere/be48aafc-9610-4ebd-8414-a0722a3cd59a?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cohere	https://jobsbyculture.com/jobs?company=cohere			pending	https://jobsbyculture.com/api/og?type=company&slug=cohere
593	Sales Development - Brazil	ElevenLabs	elevenlabs	Brazil	FullTime	3w+ ago	Sales	Mid-Level	Ship Fast & Iterate, Remote-Friendly, Engineering-Driven, Direct Product Impact, Learning & Growth, Ethical AI / Safety	4.2	https://jobs.ashbyhq.com/elevenlabs/15cb7a93-a6f0-41cd-9a59-8d7c3a0d78ff?ref=jobsbyculture.com	https://jobsbyculture.com/companies/elevenlabs	https://jobsbyculture.com/jobs?company=elevenlabs			pending	https://jobsbyculture.com/api/og?type=company&slug=elevenlabs
594	Search Rust Engineer	Perplexity AI	perplexity	Belgrade	FullTime	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Strong Comp & Equity, Learning & Growth	4.7	https://jobs.ashbyhq.com/perplexity/a19f1774-5944-4981-b446-e3e40d0dd281?ref=jobsbyculture.com	https://jobsbyculture.com/companies/perplexity	https://jobsbyculture.com/jobs?company=perplexity			pending	https://jobsbyculture.com/api/og?type=company&slug=perplexity
595	Product Manager - Accounts	Vercel	vercel	Hybrid - San Francisco, New York City	Full-time	2d ago	Product	Lead / Manager	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Open Source Culture	3.9	https://job-boards.greenhouse.io/vercel/jobs/5589398004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/vercel	https://jobsbyculture.com/jobs?company=vercel			pending	https://jobsbyculture.com/api/og?type=company&slug=vercel
596	Senior AI Engineer	Apollo.io	apollo	Remote, Canada; Remote, United States	Full-time	1mo ago	Engineering	Senior	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Learning & Growth	4	https://job-boards.greenhouse.io/apolloio/jobs/5785006004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/apollo	https://jobsbyculture.com/jobs?company=apollo			pending	https://jobsbyculture.com/api/og?type=company&slug=apollo
597	Software Engineer, ML Infrastructure	Cursor (Anysphere)	cursor	SF / NY	FullTime	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Flat Hierarchy, Wears Many Hats	4	https://jobs.ashbyhq.com/cursor/c66cde5e-9cb6-4a2e-a330-9323e1edf2a9?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cursor	https://jobsbyculture.com/jobs?company=cursor			pending	https://jobsbyculture.com/api/og?type=company&slug=cursor
598	Senior Developer Productivity Engineer	Together AI	together	San Francisco	Full-time	2mo ago	Engineering	Senior	Open Source Culture, Engineering-Driven, Learning & Growth, Flat Hierarchy, Wears Many Hats	4.1	https://job-boards.greenhouse.io/togetherai/jobs/4774159007?ref=jobsbyculture.com	https://jobsbyculture.com/companies/together	https://jobsbyculture.com/jobs?company=together			pending	https://jobsbyculture.com/api/og?type=company&slug=together
599	Staff Product Manager, Core Products	Runway	runway	Remote	Full-time	1mo ago	Product	Staff / Principal	Engineering-Driven, Direct Product Impact, Remote-Friendly, Learning & Growth, Ship Fast & Iterate	4.5	https://job-boards.greenhouse.io/runwayml/jobs/4657266005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/runway	https://jobsbyculture.com/jobs?company=runway			pending	https://jobsbyculture.com/api/og?type=company&slug=runway
600	Solutions Architect	Modal	modal	San Francisco	FullTime	3w+ ago	Sales	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Deep Work / Low Meetings, Open Source Culture, Direct Product Impact, Wears Many Hats	4	https://jobs.ashbyhq.com/modal/2f5d046a-bd5f-44bb-a606-98bf13577c69?ref=jobsbyculture.com	https://jobsbyculture.com/companies/modal	https://jobsbyculture.com/jobs?company=modal			pending	https://jobsbyculture.com/api/og?type=company&slug=modal
601	Candidate Experience Coordinator (6-month contract)	Databricks	databricks	Bellevue, Washington; Boston, Massachusetts; Seattle, Washington; Washington, D.C.	Full-time	1d ago	Other	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8453697002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
602	Account Executive, Platforms (Grower)	Stripe	stripe	US-SF, US-NYC	Full-time	1d ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7577015?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
603	Data Center Security Specialist - Hammond	CoreWeave	coreweave	Hammond, IN	Full-time	2d ago	Other	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4658135006&board=coreweave&gh_jid=4658135006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
604	Facilitator, Manager Development - Tech	Airbnb	airbnb	San Francisco, United States 	Full-time	1w ago	Other	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7652640?gh_jid=7652640?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
605	Campus Security Manager	Anthropic	anthropic	New York City, NY	Full-time	2d ago	Other	Lead / Manager	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5099202008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
606	AI Applied Scientist	Figma	figma	San Francisco, CA • New York, NY • United States	Full-time	2mo ago	Other	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5707966004?gh_jid=5707966004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			pending	https://jobsbyculture.com/api/og?type=company&slug=figma
607	Account Executive - Small Business	HubSpot	hubspot	Remote - USA	Full-time	3w ago	Sales	Mid-Level	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/5990225?gh_jid=5990225?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
608	Director of Product Management, GenAI	Scale AI	scale	San Francisco, CA; New York, NY	Full-time	3w ago	Other	Director	Engineering-Driven, Direct Product Impact, Learning & Growth, Ship Fast & Iterate	3.5	https://job-boards.greenhouse.io/scaleai/jobs/4617913005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/scale	https://jobsbyculture.com/jobs?company=scale			pending	https://jobsbyculture.com/api/og?type=company&slug=scale
609	AI Scientist - Warsaw	Mistral AI	mistral	Warsaw	Full-time	3w+ ago	ML / AI	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture	4	https://jobs.lever.co/mistral/4e498cbf-151e-483a-b3f7-76ff64a22041?ref=jobsbyculture.com	https://jobsbyculture.com/companies/mistral	https://jobsbyculture.com/jobs?company=mistral			pending	https://jobsbyculture.com/api/og?type=company&slug=mistral
610	Technical Consultant | Enterprise	Ramp	ramp	New York, NY (HQ)	FullTime	3w+ ago	Other	Mid-Level	Ship Fast & Iterate, Direct Product Impact, Engineering-Driven, Transparency, Strong Comp & Equity, Learning & Growth	4.2	https://jobs.ashbyhq.com/ramp/7fd0e6c9-202b-44ad-9742-4284b69b88a1?ref=jobsbyculture.com	https://jobsbyculture.com/companies/ramp	https://jobsbyculture.com/jobs?company=ramp			pending	https://jobsbyculture.com/api/og?type=company&slug=ramp
611	Senior Director of People Operations	Cohere	cohere	San Francisco	FullTime	3w+ ago	Operations	Director	Learning & Growth, Engineering-Driven, Wears Many Hats	2.9	https://jobs.ashbyhq.com/cohere/faf5de08-e766-4981-9f89-67e2d8e19189?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cohere	https://jobsbyculture.com/jobs?company=cohere			pending	https://jobsbyculture.com/api/og?type=company&slug=cohere
612	Sales Development - Korea	ElevenLabs	elevenlabs	Korea	FullTime	3w+ ago	Sales	Mid-Level	Ship Fast & Iterate, Remote-Friendly, Engineering-Driven, Direct Product Impact, Learning & Growth, Ethical AI / Safety	4.2	https://jobs.ashbyhq.com/elevenlabs/c51bf945-c10c-44a1-9887-1354401f91fc?ref=jobsbyculture.com	https://jobsbyculture.com/companies/elevenlabs	https://jobsbyculture.com/jobs?company=elevenlabs			pending	https://jobsbyculture.com/api/og?type=company&slug=elevenlabs
613	Search Golang Engineer	Perplexity AI	perplexity	Belgrade	FullTime	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Strong Comp & Equity, Learning & Growth	4.7	https://jobs.ashbyhq.com/perplexity/30a09c0f-8715-447d-92b7-9f0adb772fd6?ref=jobsbyculture.com	https://jobsbyculture.com/companies/perplexity	https://jobsbyculture.com/jobs?company=perplexity			pending	https://jobsbyculture.com/api/og?type=company&slug=perplexity
614	Product Manager - Agent Platform	Vercel	vercel	Hybrid - San Francisco, New York City	Full-time	2d ago	Product	Lead / Manager	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Open Source Culture	3.9	https://job-boards.greenhouse.io/vercel/jobs/5808590004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/vercel	https://jobsbyculture.com/jobs?company=vercel			pending	https://jobsbyculture.com/api/og?type=company&slug=vercel
615	Senior Backend Engineer	Apollo.io	apollo	Remote, Poland	Full-time	3w ago	Engineering	Senior	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Learning & Growth	4	https://job-boards.greenhouse.io/apolloio/jobs/5796033004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/apollo	https://jobsbyculture.com/jobs?company=apollo			pending	https://jobsbyculture.com/api/og?type=company&slug=apollo
616	Motion Designer	Cursor (Anysphere)	cursor	SF / NY	FullTime	3w+ ago	Other	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Flat Hierarchy, Wears Many Hats	4	https://jobs.ashbyhq.com/cursor/3af536db-4060-4c64-93a2-8ddba6f5d5f4?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cursor	https://jobsbyculture.com/jobs?company=cursor			pending	https://jobsbyculture.com/api/og?type=company&slug=cursor
617	Senior Network Engineer	Together AI	together	San Francisco	Full-time	1mo ago	Engineering	Senior	Open Source Culture, Engineering-Driven, Learning & Growth, Flat Hierarchy, Wears Many Hats	4.1	https://job-boards.greenhouse.io/togetherai/jobs/4626654007?ref=jobsbyculture.com	https://jobsbyculture.com/companies/together	https://jobsbyculture.com/jobs?company=together			pending	https://jobsbyculture.com/api/og?type=company&slug=together
618	Staff Product Manager, Machine Learning	Runway	runway	Remote	Full-time	3w+ ago	ML / AI	Staff / Principal	Engineering-Driven, Direct Product Impact, Remote-Friendly, Learning & Growth, Ship Fast & Iterate	4.5	https://job-boards.greenhouse.io/runwayml/jobs/4117243005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/runway	https://jobsbyculture.com/jobs?company=runway			pending	https://jobsbyculture.com/api/og?type=company&slug=runway
619	VP Finance	Modal	modal	New York	FullTime	3w+ ago	Finance	VP / Executive	Engineering-Driven, Ship Fast & Iterate, Deep Work / Low Meetings, Open Source Culture, Direct Product Impact, Wears Many Hats	4	https://jobs.ashbyhq.com/modal/5ac02bd3-a7ac-4e3d-b9c2-cc1abede0ae3?ref=jobsbyculture.com	https://jobsbyculture.com/companies/modal	https://jobsbyculture.com/jobs?company=modal			pending	https://jobsbyculture.com/api/og?type=company&slug=modal
620	Candidate Experience Coordinator (Fixed-Term Contract)	Databricks	databricks	Belgrade, Serbia	Full-time	1w ago	Other	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8421601002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
621	Account Executive, Platforms (Grower)	Stripe	stripe	Paris	Full-time	1d ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7446841?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
622	Data Center Security Specialist - Lubbock	CoreWeave	coreweave	Lubbock, TX	Full-time	1w ago	Other	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4645170006&board=coreweave&gh_jid=4645170006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
623	Fraud Intelligence Analyst	Airbnb	airbnb	Canada	Full-time	1w ago	Other	Mid-Level	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7535698?gh_jid=7535698?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
