id	title	company	company_slug	location	type	posted	role_category	seniority	culture_values	glassdoor_rating	apply_url	profile_url	jobs_filter_url	post_count	last_posted	status	og_image
624	Certification Content & Systems Architect	Anthropic	anthropic	San Francisco, CA | New York City, NY	Full-time	2d ago	Other	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5097348008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
625	Associate Solutions Consultant	Figma	figma	San Francisco, CA • New York, NY • United States	Full-time	3w ago	Other	Junior / Entry	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5633324004?gh_jid=5633324004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			pending	https://jobsbyculture.com/api/og?type=company&slug=figma
626	Account Executive, Small Business 	HubSpot	hubspot	Singapore	Full-time	1mo ago	Sales	Mid-Level	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/5990854?gh_jid=5990854?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
627	Director, Strategic Finance	Scale AI	scale	San Francisco, CA	Full-time	3w ago	Finance	Director	Engineering-Driven, Direct Product Impact, Learning & Growth, Ship Fast & Iterate	3.5	https://job-boards.greenhouse.io/scaleai/jobs/4627897005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/scale	https://jobsbyculture.com/jobs?company=scale			pending	https://jobsbyculture.com/api/og?type=company&slug=scale
628	AI Scientist - Zurich	Mistral AI	mistral	Zurich	Full-time	3w+ ago	ML / AI	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture	4	https://jobs.lever.co/mistral/bedfc2aa-f1b6-4136-bd17-b3abe4c06120?ref=jobsbyculture.com	https://jobsbyculture.com/companies/mistral	https://jobsbyculture.com/jobs?company=mistral			pending	https://jobsbyculture.com/api/og?type=company&slug=mistral
629	Software Engineer Internship, Frontend	Ramp	ramp	New York, NY (HQ)	Intern	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Direct Product Impact, Engineering-Driven, Transparency, Strong Comp & Equity, Learning & Growth	4.2	https://jobs.ashbyhq.com/ramp/31f7e045-9a51-4a75-9ffc-d815d6db6daa?ref=jobsbyculture.com	https://jobsbyculture.com/companies/ramp	https://jobsbyculture.com/jobs?company=ramp			pending	https://jobsbyculture.com/api/og?type=company&slug=ramp
630	Member of Technical Staff, Agent Code	Cohere	cohere	London	FullTime	3w+ ago	Other	Staff / Principal	Learning & Growth, Engineering-Driven, Wears Many Hats	2.9	https://jobs.ashbyhq.com/cohere/70a8dc77-ac84-4790-aff6-13b4dcd4554a?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cohere	https://jobsbyculture.com/jobs?company=cohere			pending	https://jobsbyculture.com/api/og?type=company&slug=cohere
631	Account Executive - LATAM	ElevenLabs	elevenlabs	Mexico	FullTime	3w+ ago	Sales	Mid-Level	Ship Fast & Iterate, Remote-Friendly, Engineering-Driven, Direct Product Impact, Learning & Growth, Ethical AI / Safety	4.2	https://jobs.ashbyhq.com/elevenlabs/3953e70b-86e8-47a0-9300-3113f64f5d44?ref=jobsbyculture.com	https://jobsbyculture.com/companies/elevenlabs	https://jobsbyculture.com/jobs?company=elevenlabs			pending	https://jobsbyculture.com/api/og?type=company&slug=elevenlabs
632	Strategic Finance Lead - GTM	Perplexity AI	perplexity	San Francisco	FullTime	3w+ ago	Finance	Lead / Manager	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Strong Comp & Equity, Learning & Growth	4.7	https://jobs.ashbyhq.com/perplexity/874705e5-092e-4b3e-af48-9559253abc55?ref=jobsbyculture.com	https://jobsbyculture.com/companies/perplexity	https://jobsbyculture.com/jobs?company=perplexity			pending	https://jobsbyculture.com/api/og?type=company&slug=perplexity
633	Product Manager - Dashboard	Vercel	vercel	Hybrid - San Francisco, New York City	Full-time	2d ago	Product	Lead / Manager	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Open Source Culture	3.9	https://job-boards.greenhouse.io/vercel/jobs/5808592004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/vercel	https://jobsbyculture.com/jobs?company=vercel			pending	https://jobsbyculture.com/api/og?type=company&slug=vercel
634	Senior Backend Engineer	Apollo.io	apollo	Remote, India	Full-time	1w ago	Engineering	Senior	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Learning & Growth	4	https://job-boards.greenhouse.io/apolloio/jobs/5541744004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/apollo	https://jobsbyculture.com/jobs?company=apollo			pending	https://jobsbyculture.com/api/og?type=company&slug=apollo
635	Data Scientist, Agents	Cursor (Anysphere)	cursor	SF / NY	FullTime	3w+ ago	Data	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Flat Hierarchy, Wears Many Hats	4	https://jobs.ashbyhq.com/cursor/6171cf55-7b93-494d-b334-daf91448dbfd?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cursor	https://jobsbyculture.com/jobs?company=cursor			pending	https://jobsbyculture.com/api/og?type=company&slug=cursor
636	Senior Program Manager, Infrastructure Strategy and Business Operations	Together AI	together	San Francisco	Full-time	5d ago	Product	Lead / Manager	Open Source Culture, Engineering-Driven, Learning & Growth, Flat Hierarchy, Wears Many Hats	4.1	https://job-boards.greenhouse.io/togetherai/jobs/5065954007?ref=jobsbyculture.com	https://jobsbyculture.com/companies/together	https://jobsbyculture.com/jobs?company=together			pending	https://jobsbyculture.com/api/og?type=company&slug=together
637	Strategic Finance	Runway	runway	New York; Remote; San Francisco	Full-time	1w ago	Finance	Mid-Level	Engineering-Driven, Direct Product Impact, Remote-Friendly, Learning & Growth, Ship Fast & Iterate	4.5	https://job-boards.greenhouse.io/runwayml/jobs/4667486005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/runway	https://jobsbyculture.com/jobs?company=runway			pending	https://jobsbyculture.com/api/og?type=company&slug=runway
638	Forward Deployed Engineer - ML	Modal	modal	Stockholm	FullTime	3w+ ago	Engineering	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Deep Work / Low Meetings, Open Source Culture, Direct Product Impact, Wears Many Hats	4	https://jobs.ashbyhq.com/modal/0d9c249b-f305-4b0e-b325-3242ac7274e7?ref=jobsbyculture.com	https://jobsbyculture.com/companies/modal	https://jobsbyculture.com/jobs?company=modal			pending	https://jobsbyculture.com/api/og?type=company&slug=modal
639	Core Account Executive - Indonesia	Databricks	databricks	Singapore	Full-time	1w ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8349361002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
640	Account Executive, Platforms - Strategics	Stripe	stripe	SF, NYC	Full-time	1d ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7604080?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
641	Data Center Security Specialist - Muskogee, OK	CoreWeave	coreweave	 Muskogee, OK	Full-time	1w ago	Other	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4648557006&board=coreweave&gh_jid=4648557006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
642	Fraud Investigations Manager	Airbnb	airbnb	Canada	Full-time	2w ago	Other	Lead / Manager	Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity	4.1	https://careers.airbnb.com/positions/7535582?gh_jid=7535582?ref=jobsbyculture.com	https://jobsbyculture.com/companies/airbnb	https://jobsbyculture.com/jobs?company=airbnb			pending	https://jobsbyculture.com/api/og?type=company&slug=airbnb
643	Claude Evangelist, Applied AI (Startups)	Anthropic	anthropic	San Francisco, CA | New York City, NY	Full-time	2d ago	Other	Mid-Level	Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy	4.4	https://job-boards.greenhouse.io/anthropic/jobs/5116927008?ref=jobsbyculture.com	https://jobsbyculture.com/companies/anthropic	https://jobsbyculture.com/jobs?company=anthropic			pending	https://jobsbyculture.com/api/og?type=company&slug=anthropic
644	Automations & AI Specialist, Product Support 	Figma	figma	San Francisco, CA • New York, NY • United States	Full-time	3w ago	Support	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Direct Product Impact, Deep Work / Low Meetings	3.7	https://boards.greenhouse.io/figma/jobs/5802956004?gh_jid=5802956004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/figma	https://jobsbyculture.com/jobs?company=figma			pending	https://jobsbyculture.com/api/og?type=company&slug=figma
645	Account Executive, Small Business - Iberia 	HubSpot	hubspot	Flex - Madrid, Spain	Full-time	3d ago	Sales	Mid-Level	Diverse & Inclusive, Learning & Growth, Work-Life Balance, Transparency, Flexible Hours, Psychological Safety	4.3	https://www.hubspot.com/careers/jobs/5986484?gh_jid=5986484?ref=jobsbyculture.com	https://jobsbyculture.com/companies/hubspot	https://jobsbyculture.com/jobs?company=hubspot			pending	https://jobsbyculture.com/api/og?type=company&slug=hubspot
646	Distinguished Engineer	Scale AI	scale	San Francisco, CA; New York, NY	Full-time	3w ago	Engineering	Staff / Principal	Engineering-Driven, Direct Product Impact, Learning & Growth, Ship Fast & Iterate	3.5	https://job-boards.greenhouse.io/scaleai/jobs/4632142005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/scale	https://jobsbyculture.com/jobs?company=scale			pending	https://jobsbyculture.com/api/og?type=company&slug=scale
647	Annotation Specialist	Mistral AI	mistral	Paris	Full-time	2mo ago	Other	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Flat Hierarchy, Wears Many Hats, Open Source Culture	4	https://jobs.lever.co/mistral/c223a38c-99f8-4582-bf3d-bd08c5a35460?ref=jobsbyculture.com	https://jobsbyculture.com/companies/mistral	https://jobsbyculture.com/jobs?company=mistral			pending	https://jobsbyculture.com/api/og?type=company&slug=mistral
648	Software Engineer Internship, Android 	Ramp	ramp	New York, NY (HQ)	Intern	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Direct Product Impact, Engineering-Driven, Transparency, Strong Comp & Equity, Learning & Growth	4.2	https://jobs.ashbyhq.com/ramp/67fadb77-43d8-4449-954b-d4cf2c6d3b8b?ref=jobsbyculture.com	https://jobsbyculture.com/companies/ramp	https://jobsbyculture.com/jobs?company=ramp			pending	https://jobsbyculture.com/api/og?type=company&slug=ramp
649	Senior Research Scientist, Cohere Labs	Cohere	cohere	London	FullTime	3w+ ago	Other	Senior	Learning & Growth, Engineering-Driven, Wears Many Hats	2.9	https://jobs.ashbyhq.com/cohere/7ec9eaf4-8cfc-4977-9041-86f73e7ab10b?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cohere	https://jobsbyculture.com/jobs?company=cohere			pending	https://jobsbyculture.com/api/og?type=company&slug=cohere
650	Account Executive  - Korea	ElevenLabs	elevenlabs	Korea	FullTime	3w+ ago	Sales	Mid-Level	Ship Fast & Iterate, Remote-Friendly, Engineering-Driven, Direct Product Impact, Learning & Growth, Ethical AI / Safety	4.2	https://jobs.ashbyhq.com/elevenlabs/592954c4-0c40-4198-9fa3-2ed82a84518f?ref=jobsbyculture.com	https://jobsbyculture.com/companies/elevenlabs	https://jobsbyculture.com/jobs?company=elevenlabs			pending	https://jobsbyculture.com/api/og?type=company&slug=elevenlabs
651	Customer Success Engineer (APAC, Remote)	Perplexity AI	perplexity	Tokyo	FullTime	3w+ ago	Engineering	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Strong Comp & Equity, Learning & Growth	4.7	https://jobs.ashbyhq.com/perplexity/387fbd3f-7e4d-4683-b299-f94a770dce3f?ref=jobsbyculture.com	https://jobsbyculture.com/companies/perplexity	https://jobsbyculture.com/jobs?company=perplexity			pending	https://jobsbyculture.com/api/og?type=company&slug=perplexity
652	Product Marketing, v0	Vercel	vercel	Hybrid - San Francisco, New York City, Austin	Full-time	2d ago	Marketing	Mid-Level	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Open Source Culture	3.9	https://job-boards.greenhouse.io/vercel/jobs/5722132004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/vercel	https://jobsbyculture.com/jobs?company=vercel			pending	https://jobsbyculture.com/api/og?type=company&slug=vercel
653	Senior Data Scientist - Product	Apollo.io	apollo	Remote, United States	Full-time	1w ago	Data	Senior	Ship Fast & Iterate, Engineering-Driven, Remote-Friendly, Direct Product Impact, Learning & Growth	4	https://job-boards.greenhouse.io/apolloio/jobs/5813870004?ref=jobsbyculture.com	https://jobsbyculture.com/companies/apollo	https://jobsbyculture.com/jobs?company=apollo			pending	https://jobsbyculture.com/api/og?type=company&slug=apollo
654	Sales Development Manager	Cursor (Anysphere)	cursor	New York	FullTime	3w+ ago	Sales	Lead / Manager	Ship Fast & Iterate, Engineering-Driven, Direct Product Impact, Flat Hierarchy, Wears Many Hats	4	https://jobs.ashbyhq.com/cursor/817411e4-3dd4-4b36-9fad-cba478b12e87?ref=jobsbyculture.com	https://jobsbyculture.com/companies/cursor	https://jobsbyculture.com/jobs?company=cursor			pending	https://jobsbyculture.com/api/og?type=company&slug=cursor
655	Senior Software Engineer - Together Cloud Infrastructure	Together AI	together	San Francisco	Full-time	2mo ago	Engineering	Senior	Open Source Culture, Engineering-Driven, Learning & Growth, Flat Hierarchy, Wears Many Hats	4.1	https://job-boards.greenhouse.io/togetherai/jobs/4749787007?ref=jobsbyculture.com	https://jobsbyculture.com/companies/together	https://jobsbyculture.com/jobs?company=together			pending	https://jobsbyculture.com/api/og?type=company&slug=together
656	Director, Creative Tools	Runway	runway	Remote	Full-time	3w+ ago	Other	Director+	Engineering-Driven, Direct Product Impact, Remote-Friendly, Learning & Growth, Ship Fast & Iterate	4.5	https://job-boards.greenhouse.io/runwayml/jobs/4653419005?ref=jobsbyculture.com	https://jobsbyculture.com/companies/runway	https://jobsbyculture.com/jobs?company=runway			expired	https://jobsbyculture.com/api/og?type=company&slug=runway
657	Member of Technical Staff - Agent DX Research	Modal	modal	New York	FullTime	3w+ ago	Other	Staff / Principal	Engineering-Driven, Ship Fast & Iterate, Deep Work / Low Meetings, Open Source Culture, Direct Product Impact, Wears Many Hats	4	https://jobs.ashbyhq.com/modal/407cd498-eed3-46f0-b0f6-ef689c86696b?ref=jobsbyculture.com	https://jobsbyculture.com/companies/modal	https://jobsbyculture.com/jobs?company=modal			pending	https://jobsbyculture.com/api/og?type=company&slug=modal
658	Core Account Executive - Public Sector	Databricks	databricks	Sydney, Australia	Full-time	2d ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact	4.1	https://databricks.com/company/careers/open-positions/job?gh_jid=8441865002?ref=jobsbyculture.com	https://jobsbyculture.com/companies/databricks	https://jobsbyculture.com/jobs?company=databricks			pending	https://jobsbyculture.com/api/og?type=company&slug=databricks
659	Account Executive, Platforms (Strategics)	Stripe	stripe	SF, NYC	Full-time	1d ago	Sales	Mid-Level	Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparency	4	https://stripe.com/jobs/search?gh_jid=7217288?ref=jobsbyculture.com	https://jobsbyculture.com/companies/stripe	https://jobsbyculture.com/jobs?company=stripe			pending	https://jobsbyculture.com/api/og?type=company&slug=stripe
660	Data Center Security Specialist - Orangeburg	CoreWeave	coreweave	Orangeburg, NY	Full-time	4d ago	Other	Mid-Level	Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats	3.6	https://coreweave.com/careers/job?4658139006&board=coreweave&gh_jid=4658139006?ref=jobsbyculture.com	https://jobsbyculture.com/companies/coreweave	https://jobsbyculture.com/jobs?company=coreweave			pending	https://jobsbyculture.com/api/og?type=company&slug=coreweave
