id,title,company,company_slug,location,type,posted,role_category,seniority,culture_values,glassdoor_rating,apply_url,profile_url,jobs_filter_url,post_count,last_posted,status,og_image,job_id,highlight_url
5394,"Staff Research Engineer, Discovery Team",Anthropic,anthropic,"San Francisco, CA",Full-time,5d ago,Engineering,Staff / Principal,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/4593216008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,4593216008,https://jobsbyculture.com/companies/anthropic?job=4593216008
5395,Senior Software Engineer - Database Engine Internals,Databricks,databricks,"Belgrade, Serbia",Full-time,3w ago,Engineering,Senior,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=8012809002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,8012809002,https://jobsbyculture.com/companies/databricks?job=8012809002
5396,"Security Solutions Engineer, Pre-Sales (Security Specialist) - APAC",OpenAI,openai,Singapore,FullTime,3w+ ago,Engineering,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/215b02db-1cbf-4f97-8866-7a460ddf7b35?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,215b02db-1cbf-4f97-8866-7a460ddf7b35,https://jobsbyculture.com/companies/openai?job=215b02db-1cbf-4f97-8866-7a460ddf7b35
5397,"Risk Operations Associate, Verifications (CDMX)",Stripe,stripe,Mexico City,Full-time,1d ago,Operations,Junior / Entry,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=7706818?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,7706818,https://jobsbyculture.com/companies/stripe?job=7706818
5398,EHS Global Program Manager,CoreWeave,coreweave,"Livingston, NJ",Full-time,3w+ ago,Other,Lead / Manager,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4647648006&board=coreweave&gh_jid=4647648006&ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,expired,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4647648006,https://jobsbyculture.com/companies/coreweave?job=4647648006
5399,"Localization Manager, Canada",Airbnb,airbnb,Canada,Full-time · Remote,3w+ ago,Other,Lead / Manager,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7258830?gh_jid=7258830&ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,expired,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7258830,https://jobsbyculture.com/companies/airbnb?job=7258830
5400,"Staff / Senior Software Engineer, AI Reliability",Anthropic,anthropic,"San Francisco, CA | New York City, NY | Seattle, WA",Full-time,5d ago,Engineering,Staff / Principal,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/5113224008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,5113224008,https://jobsbyculture.com/companies/anthropic?job=5113224008
5401,Senior Software Engineer - Data Platform,Databricks,databricks,"Bengaluru, India",Full-time,3w ago,Engineering,Senior,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=7601580002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,7601580002,https://jobsbyculture.com/companies/databricks?job=7601580002
5402,People Data Automation Analyst,OpenAI,openai,San Francisco,FullTime,3w+ ago,Other,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/888ad3a1-d534-4f3a-9464-e351ea64fd8b?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,888ad3a1-d534-4f3a-9464-e351ea64fd8b,https://jobsbyculture.com/companies/openai?job=888ad3a1-d534-4f3a-9464-e351ea64fd8b
5403,Risk Partnerships Manager,Stripe,stripe,Singapore,Full-time,1d ago,Sales,Lead / Manager,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=7309521?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,7309521,https://jobsbyculture.com/companies/stripe?job=7309521
5404,Employee Relations Partner,CoreWeave,coreweave,"Sunnyvale, CA / Bellevue, WA / San Francisco, CA / Livingston, NJ / New York, NY",Full-time,3w+ ago,Other,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4645258006&board=coreweave&gh_jid=4645258006&ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,expired,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4645258006,https://jobsbyculture.com/companies/coreweave?job=4645258006
5405,"Localization Manager, Canada",Airbnb,airbnb,Canada,Full-time · Remote,3w+ ago,Other,Lead / Manager,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7258829?gh_jid=7258829&ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,expired,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7258829,https://jobsbyculture.com/companies/airbnb?job=7258829
5406,"Staff / Senior Software Engineer, Cloud Inference",Anthropic,anthropic,"San Francisco, CA | Seattle, WA",Full-time,5d ago,Engineering,Staff / Principal,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/5107466008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,5107466008,https://jobsbyculture.com/companies/anthropic?job=5107466008
5407,Senior Software Engineer (Data Platform),Databricks,databricks,"Bengaluru, India",Full-time,3w ago,Engineering,Senior,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=7647369002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,7647369002,https://jobsbyculture.com/companies/databricks?job=7647369002
5408,"Account Director, Digital Native Core",OpenAI,openai,San Francisco,FullTime,3w+ ago,Other,Director,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/fbb68247-eb54-4ad1-94b4-26e0dc24fd23?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,fbb68247-eb54-4ad1-94b4-26e0dc24fd23,https://jobsbyculture.com/companies/openai?job=fbb68247-eb54-4ad1-94b4-26e0dc24fd23
5409,Risk Partnerships Manager - Banks & Treasury,Stripe,stripe,"US Remote or Toronto, CA",Full-time,1d ago,Sales,Lead / Manager,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=7028809?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,7028809,https://jobsbyculture.com/companies/stripe?job=7028809
5410,Energy & Climate Policy Engagement Lead,CoreWeave,coreweave,"Livingston, NJ / New York, NY / Sunnyvale, CA / Bellevue, WA / Washington, D.C.",Full-time,1w ago,Legal,Lead / Manager,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4652765006&board=coreweave&gh_jid=4652765006&ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,expired,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4652765006,https://jobsbyculture.com/companies/coreweave?job=4652765006
5411,"Manager, Connectivity Partner",Airbnb,airbnb,United States,Full-time · Remote,3w+ ago,Other,Lead / Manager,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7588811?gh_jid=7588811&ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,expired,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7588811,https://jobsbyculture.com/companies/airbnb?job=7588811
5412,"Staff / Senior Software Engineer, Compute Capacity",Anthropic,anthropic,"San Francisco, CA | New York City, NY",Full-time,5d ago,Engineering,Staff / Principal,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/5126702008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,5126702008,https://jobsbyculture.com/companies/anthropic?job=5126702008
5413,Senior Software Engineer - Developer Experience,Databricks,databricks,"Amsterdam, Netherlands",Full-time,3w ago,Engineering,Senior,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=8029673002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,8029673002,https://jobsbyculture.com/companies/databricks?job=8029673002
5414,Global Payroll Operations Lead,OpenAI,openai,San Francisco,FullTime,3w+ ago,Finance,Lead / Manager,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/3c1c4d17-cdf9-44c7-a56d-a5ee93696c4c?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,3c1c4d17-cdf9-44c7-a56d-a5ee93696c4c,https://jobsbyculture.com/companies/openai?job=3c1c4d17-cdf9-44c7-a56d-a5ee93696c4c
5415,SaaS Operations Engineer,Stripe,stripe,Dublin ,Full-time,1d ago,Engineering,Mid-Level,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=7355652?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,7355652,https://jobsbyculture.com/companies/stripe?job=7355652
5416,"Engineer II, Kubernetes Core Interfaces",CoreWeave,coreweave,"Livingston, NJ / New York, NY / Sunnyvale, CA / Bellevue, WA",Full-time,2d ago,Engineering,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4656273006&board=coreweave&gh_jid=4656273006&ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,expired,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4656273006,https://jobsbyculture.com/companies/coreweave?job=4656273006
5417,"Manager, Engineering, Guest & Host",Airbnb,airbnb,"Bangalore, India",Full-time · Remote,3w+ ago,Other,Lead / Manager,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7436260?gh_jid=7436260&ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,expired,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7436260,https://jobsbyculture.com/companies/airbnb?job=7436260
5418,"Staff / Senior Software Engineer, Inference",Anthropic,anthropic,"San Francisco, CA | New York City, NY | Seattle, WA",Full-time,5d ago,Engineering,Staff / Principal,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/4951696008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,4951696008,https://jobsbyculture.com/companies/anthropic?job=4951696008
5419,Senior Software Engineer - Distributed Data Systems,Databricks,databricks,"Mountain View, California",Full-time,3w ago,Engineering,Senior,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=6544325002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,6544325002,https://jobsbyculture.com/companies/databricks?job=6544325002
5420,"Solutions Engineer, Pre-Sales",OpenAI,openai,New York City,FullTime,3w+ ago,Engineering,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/e665817a-bf86-4208-8cf3-c1754c28b401?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,e665817a-bf86-4208-8cf3-c1754c28b401,https://jobsbyculture.com/companies/openai?job=e665817a-bf86-4208-8cf3-c1754c28b401
5421,Sales Compensation Analyst,Stripe,stripe,Bengaluru,Full-time,1d ago,Sales,Mid-Level,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=7633559?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,7633559,https://jobsbyculture.com/companies/stripe?job=7633559
5422,"Engineering Manager, Cloud Experience",CoreWeave,coreweave,"New York, NY",Full-time,3w+ ago,Other,Lead / Manager,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4644854006&board=coreweave&gh_jid=4644854006&ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,expired,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4644854006,https://jobsbyculture.com/companies/coreweave?job=4644854006
5423,"Manager, Enquêtes sur la fraude",Airbnb,airbnb,Canada,Full-time · Remote,6d ago,Other,Lead / Manager,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7535583?gh_jid=7535583&ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,expired,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7535583,https://jobsbyculture.com/companies/airbnb?job=7535583
5424,"Staff Software Engineer, AI Reliability Engineering",Anthropic,anthropic,"London, UK",Full-time,5d ago,Engineering,Staff / Principal,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/5101173008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,5101173008,https://jobsbyculture.com/companies/anthropic?job=5101173008
5425,Senior Software Engineer - Distributed Data Systems,Databricks,databricks,"Belgrade, Serbia",Full-time,3w ago,Engineering,Senior,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=8012800002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,8012800002,https://jobsbyculture.com/companies/databricks?job=8012800002
5426,RTL & Co-design Engineer (junior),OpenAI,openai,San Francisco,FullTime,3w+ ago,Design,Junior / Entry,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/77b815de-b7c5-4b87-8582-e8c752aea849?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,77b815de-b7c5-4b87-8582-e8c752aea849,https://jobsbyculture.com/companies/openai?job=77b815de-b7c5-4b87-8582-e8c752aea849
5427,Sales Development Representative,Stripe,stripe,"Singapore, Tokyo, Sydney, Bangkok",Full-time,1d ago,Sales,Mid-Level,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=6470774?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,6470774,https://jobsbyculture.com/companies/stripe?job=6470774
5428,"Engineering Manager, Storage Security",CoreWeave,coreweave,"Livingston, NJ / New York, NY ",Full-time,3w+ ago,Other,Lead / Manager,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4612047006&board=coreweave&gh_jid=4612047006&ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,expired,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4612047006,https://jobsbyculture.com/companies/coreweave?job=4612047006
5429,"Manager, Field Operations, Northeast",Airbnb,airbnb,United States,Full-time · Remote,3w+ ago,Operations,Lead / Manager,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7531129?gh_jid=7531129&ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,expired,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7531129,https://jobsbyculture.com/companies/airbnb?job=7531129
5430,"Staff Software Engineer, AI Reliability Engineering",Anthropic,anthropic,"Dublin, IE",Full-time,5d ago,Engineering,Staff / Principal,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/5101169008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,5101169008,https://jobsbyculture.com/companies/anthropic?job=5101169008
5431,Senior Software Engineer - Distributed Data Systems,Databricks,databricks,"San Francisco, California",Full-time,3w ago,Engineering,Senior,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=4513122002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,4513122002,https://jobsbyculture.com/companies/databricks?job=4513122002
5432,"Account Director,  Large Enterprise",OpenAI,openai,San Francisco,FullTime,3w+ ago,Other,Director,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/4e972540-c28c-4d16-a169-498ba032373c?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,4e972540-c28c-4d16-a169-498ba032373c,https://jobsbyculture.com/companies/openai?job=4e972540-c28c-4d16-a169-498ba032373c
5433,Sales Development Representative,Stripe,stripe,"Chicago, Illinois",Full-time,1d ago,Sales,Mid-Level,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=6570253?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,6570253,https://jobsbyculture.com/companies/stripe?job=6570253
5434,Enterprise Account Executive,CoreWeave,coreweave,"San Francisco, CA / Sunnyvale, CA",Full-time,3w+ ago,Other,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4647802006&board=coreweave&gh_jid=4647802006&ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,expired,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4647802006,https://jobsbyculture.com/companies/coreweave?job=4647802006
5435,"Manager, Fraud and Safety Investigations Operations",Airbnb,airbnb,"Gurugram, India",Full-time,3w+ ago,Operations,Lead / Manager,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7532782?gh_jid=7532782&ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,expired,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7532782,https://jobsbyculture.com/companies/airbnb?job=7532782
5436,"Staff Software Engineer, Billing Platform",Anthropic,anthropic,"San Francisco, CA | New York City, NY",Full-time,5d ago,Engineering,Staff / Principal,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/5146298008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,5146298008,https://jobsbyculture.com/companies/anthropic?job=5146298008
5437,Senior Software Engineer - Fullstack,Databricks,databricks,"Bengaluru, India",Full-time,3w ago,Engineering,Senior,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=8278343002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,8278343002,https://jobsbyculture.com/companies/databricks?job=8278343002
5438,"Account Director, Startups Expansion",OpenAI,openai,San Francisco,FullTime,3w+ ago,Other,Director,"Engineering-Driven, Ship Fast & Iterate, Learning & Growth, Ethical AI / Safety, Direct Product Impact, Strong Comp & Equity",4.5,https://jobs.ashbyhq.com/openai/a9748e8e-02a3-4333-9eae-997c378d96cf?ref=jobsbyculture.com,https://jobsbyculture.com/companies/openai,https://jobsbyculture.com/jobs?company=openai,,,pending,https://jobsbyculture.com/api/og?type=company&slug=openai,a9748e8e-02a3-4333-9eae-997c378d96cf,https://jobsbyculture.com/companies/openai?job=a9748e8e-02a3-4333-9eae-997c378d96cf
5439,Sales Development Representative (German-Speaking) ,Stripe,stripe,Dublin,Full-time,1d ago,Sales,Mid-Level,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Direct Product Impact, Transparent",4,https://stripe.com/jobs/search?gh_jid=6570259?ref=jobsbyculture.com,https://jobsbyculture.com/companies/stripe,https://jobsbyculture.com/jobs?company=stripe,,,pending,https://jobsbyculture.com/api/og?type=company&slug=stripe,6570259,https://jobsbyculture.com/companies/stripe?job=6570259
5440,Executive Assistant- Marketing Leaders,CoreWeave,coreweave,"Livingston, NJ / New York, NY",Full-time,3w+ ago,Marketing,Mid-Level,"Engineering-Driven, Ship Fast & Iterate, Strong Comp & Equity, Wears Many Hats",3.6,https://coreweave.com/careers/job?4646714006&board=coreweave&gh_jid=4646714006&ref=jobsbyculture.com,https://jobsbyculture.com/companies/coreweave,https://jobsbyculture.com/jobs?company=coreweave,,,expired,https://jobsbyculture.com/api/og?type=company&slug=coreweave,4646714006,https://jobsbyculture.com/companies/coreweave?job=4646714006
5441,Manager Safety Regional Operations,Airbnb,airbnb,United States,Full-time · Remote,3w+ ago,Operations,Lead / Manager,"Remote-Friendly, Work-Life Balance, Diverse & Inclusive, Open Source Culture, Strong Comp & Equity",4.1,https://careers.airbnb.com/positions/7347324?gh_jid=7347324&ref=jobsbyculture.com,https://jobsbyculture.com/companies/airbnb,https://jobsbyculture.com/jobs?company=airbnb,,,expired,https://jobsbyculture.com/api/og?type=company&slug=airbnb,7347324,https://jobsbyculture.com/companies/airbnb?job=7347324
5442,"Staff Software Engineer, Build Systems",Anthropic,anthropic,"London, UK",Full-time,5d ago,Engineering,Staff / Principal,"Ethical AI / Safety, Learning & Growth, Strong Comp & Equity, Mission-Driven, Engineering-Driven, Flat Hierarchy",4.4,https://job-boards.greenhouse.io/anthropic/jobs/5102663008?ref=jobsbyculture.com,https://jobsbyculture.com/companies/anthropic,https://jobsbyculture.com/jobs?company=anthropic,,,pending,https://jobsbyculture.com/api/og?type=company&slug=anthropic,5102663008,https://jobsbyculture.com/companies/anthropic?job=5102663008
5443,Senior Software Engineer - Fullstack,Databricks,databricks,"Mountain View, California; San Francisco, California",Full-time,3w ago,Engineering,Senior,"Engineering-Driven, Learning & Growth, Strong Comp & Equity, Diverse & Inclusive, Direct Product Impact",4.1,https://databricks.com/company/careers/open-positions/job?gh_jid=5445641002?ref=jobsbyculture.com,https://jobsbyculture.com/companies/databricks,https://jobsbyculture.com/jobs?company=databricks,,,pending,https://jobsbyculture.com/api/og?type=company&slug=databricks,5445641002,https://jobsbyculture.com/companies/databricks?job=5445641002
